!TF createItem,,,,,,,,,,,,,,,,,,,,
ItemName,ItemType,AppName,Description,ButtonName,SmallImageURL,MediumImageURL,LargeImageURL,MaxInstances,Properties,ExternalKey,AgeRating,ScarcityThreshold,Categories,SKU,SKUExtension,UnitCostCurrencyName,UnitCost,Revision,ExternalCheckRequired,EmailValidationRequired
PR_1H_SWORD_SHIMMER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_1H_SWORD_SHIMMER"":""1""},""Type"":""STORE"",""ItemName"":""PR_1H_SWORD_SHIMMER""}",,,,,,,,,,,
PR_SWORD_2H_DOMINION_ICE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_SWORD_2H_DOMINION_ICE"":""1""},""Type"":""STORE"",""ItemName"":""PR_SWORD_2H_DOMINION_ICE""}",,,,,,,,,,,
PR_SWORD_2H_DOMINION_NATURE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_SWORD_2H_DOMINION_NATURE"":""1""},""Type"":""STORE"",""ItemName"":""PR_SWORD_2H_DOMINION_NATURE""}",,,,,,,,,,,
PR_AXE_2H_BLUEFEATHER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_2H_BLUEFEATHER"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_BLUEFEATHER""}",,,,,,,,,,,
PR_AXE_2H_NORESS,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_2H_NORESS"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_NORESS""}",,,,,,,,,,,
PR_MACE_BATON,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_MACE_BATON"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_BATON""}",,,,,,,,,,,
PR_MACE_CRUSHER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_MACE_CRUSHER"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_CRUSHER""}",,,,,,,,,,,
PR_STAFF_DRACONIC,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_STAFF_DRACONIC"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_DRACONIC""}",,,,,,,,,,,
PR_STAFF_FEATHER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_STAFF_FEATHER"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_FEATHER""}",,,,,,,,,,,
PR_THROWN_COBALT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_THROWN_COBALT"":""1""},""Type"":""STORE"",""ItemName"":""PR_THROWN_COBALT""}",,,,,,,,,,,
PR_ARMOR_HELMET_ABRAX,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_ABRAX"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_ABRAX""}",,,,,,,,,,,
PR_STAFF_VANQUISH,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_STAFF_VANQUISH"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_VANQUISH""}",,,,,,,,,,,
PR_ARMOR_HELMET_ENCHANTER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_ENCHANTER"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_ENCHANTER""}",,,,,,,,,,,
PR_ARMOR_HELMET_MARAUDER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_MARAUDER"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_MARAUDER""}",,,,,,,,,,,
PR_ARMOR_HELMET_DEFIANT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_DEFIANT"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_DEFIANT""}",,,,,,,,,,,
PR_ARMOR_HELMET_LAMENT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_LAMENT"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_LAMENT""}",,,,,,,,,,,
PR_ARMOR_HELMET_BLOOD_DRAGON,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_BLOOD_DRAGON"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_BLOOD_DRAGON""}",,,,,,,,,,,
PR_ARMOR_HELMET_RITUALISTIC_HOOD,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_RITUALISTIC_HOOD"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_RITUALISTIC_HOOD""}",,,,,,,,,,,
PR_ARMOR_HELMET_BRIGAND,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_BRIGAND"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_BRIGAND""}",,,,,,,,,,,
PR_ARMOR_HELMET_ROYAL,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_ROYAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_ROYAL""}",,,,,,,,,,,
PR_ARMOR_HELMET_EMBROIDERED,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_EMBROIDERED"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_EMBROIDERED""}",,,,,,,,,,,
PR_AXE_1H_BRUTAL,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_1H_BRUTAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_BRUTAL""}",,,,,,,,,,,
PR_AXE_1H_BLOOD_DRAGON,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_1H_BLOOD_DRAGON"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_BLOOD_DRAGON""}",,,,,,,,,,,
PR_AXE_1H_TREEFELL,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_1H_TREEFELL"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_TREEFELL""}",,,,,,,,,,,
PR_AXE_1H_COLLAN,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_1H_COLLAN"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_COLLAN""}",,,,,,,,,,,
PR_SWORD_2H_DRACONIAN,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_SWORD_2H_DRACONIAN"":""1""},""Type"":""STORE"",""ItemName"":""PR_SWORD_2H_DRACONIAN""}",,,,,,,,,,,
PR_SWORD_2H_METEORIC,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_SWORD_2H_METEORIC"":""1""},""Type"":""STORE"",""ItemName"":""PR_SWORD_2H_METEORIC""}",,,,,,,,,,,
PR_BOW_SPIDER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BOW_SPIDER"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_SPIDER""}",,,,,,,,,,,
PR_BOW_WISPWOOD_FIRE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BOW_WISPWOOD_FIRE"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_WISPWOOD_FIRE""}",,,,,,,,,,,
PR_BOW_SERPENTINE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BOW_SERPENTINE"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_SERPENTINE""}",,,,,,,,,,,
PR_BOW_WARBOW,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BOW_WARBOW"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_WARBOW""}",,,,,,,,,,,
PR_BOW_BALEFUL,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BOW_BALEFUL"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_BALEFUL""}",,,,,,,,,,,
PR_BLADES_DW_CURIOUS,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BLADES_DW_CURIOUS"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_CURIOUS""}",,,,,,,,,,,
PR_BLADES_DW_UNHALLOWED,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BLADES_DW_UNHALLOWED"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_UNHALLOWED""}",,,,,,,,,,,
PR_BLADES_DW_SUNSET_FIRE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BLADES_DW_SUNSET_FIRE"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_SUNSET_FIRE""}",,,,,,,,,,,
PR_BLADES_DW_SUNSET_NATURE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BLADES_DW_SUNSET_NATURE"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_SUNSET_NATURE""}",,,,,,,,,,,
PR_BLADES_DW_COBALT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BLADES_DW_COBALT"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_COBALT""}",,,,,,,,,,,
PR_DAGGER_SPIDER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_DAGGER_SPIDER"":""1""},""Type"":""STORE"",""ItemName"":""PR_DAGGER_SPIDER""}",,,,,,,,,,,
PR_DAGGER_COBALT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_DAGGER_COBALT"":""1""},""Type"":""STORE"",""ItemName"":""PR_DAGGER_COBALT""}",,,,,,,,,,,
PR_MACE_IMPACT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_MACE_IMPACT"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_IMPACT""}",,,,,,,,,,,
PR_MACE_IMPACT_FIRE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_MACE_IMPACT_FIRE"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_IMPACT_FIRE""}",,,,,,,,,,,
PR_MACE_IMPACT_COLD,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_MACE_IMPACT_COLD"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_IMPACT_COLD""}",,,,,,,,,,,
PR_MACE_IMPACT_NATURE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_MACE_IMPACT_NATURE"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_IMPACT_NATURE""}",,,,,,,,,,,
PR_MACE_IMPACT_ELECTRIC,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_MACE_IMPACT_ELECTRIC"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_IMPACT_ELECTRIC""}",,,,,,,,,,,
PR_MACE_SKULL,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_MACE_SKULL"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_SKULL""}",,,,,,,,,,,
PR_MACE_BLOODY_DRUM,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_MACE_BLOODY_DRUM"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_BLOODY_DRUM""}",,,,,,,,,,,
PR_THROWN_PIRATE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_THROWN_PIRATE"":""1""},""Type"":""STORE"",""ItemName"":""PR_THROWN_PIRATE""}",,,,,,,,,,,
PR_AMULET_IRIDESCENT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AMULET_IRIDESCENT"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_IRIDESCENT""}",,,,,,,,,,,
PR_AMULET_WHITE_EYE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AMULET_WHITE_EYE"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_WHITE_EYE""}",,,,,,,,,,,
PR_AMULET_SUFFERING,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AMULET_SUFFERING"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_SUFFERING""}",,,,,,,,,,,
PERKITEM_XP_BONUS,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PERKITEM_XP_BONUS"":""1""},""Type"":""STORE"",""ItemName"":""PERKITEM_XP_BONUS""}",,,,,,,,,,,
PERKITEM_XP_BONUS_GREATER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PERKITEM_XP_BONUS_GREATER"":""1""},""Type"":""STORE"",""ItemName"":""PERKITEM_XP_BONUS_GREATER""}",,,,,,,,,,,
PERKITEM_CASTLE_HAPPINESS_BONUS,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PERKITEM_CASTLE_HAPPINESS_BONUS"":""1""},""Type"":""STORE"",""ItemName"":""PERKITEM_CASTLE_HAPPINESS_BONUS""}",,,,,,,,,,,
PERKITEM_CASTLE_PRODUCTIVITY_BONUS,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PERKITEM_CASTLE_PRODUCTIVITY_BONUS"":""1""},""Type"":""STORE"",""ItemName"":""PERKITEM_CASTLE_PRODUCTIVITY_BONUS""}",,,,,,,,,,,
PR_ARMOR_HELMET_MASK_IRON,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_MASK_IRON"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_MASK_IRON""}",,,,,,,,,,,
PR_ARMOR_HELMET_CAPELINE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_CAPELINE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_CAPELINE""}",,,,,,,,,,,
PR_ARMOR_HELMET_CRESCENT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_CRESCENT"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_CRESCENT""}",,,,,,,,,,,
PR_ARMOR_HELMET_SPANGEN,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_SPANGEN"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_SPANGEN""}",,,,,,,,,,,
PR_ARMOR_HELMET_BASCINET,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_BASCINET"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_BASCINET""}",,,,,,,,,,,
PR_ARMOR_HELMET_SKULKING,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_SKULKING"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_SKULKING""}",,,,,,,,,,,
PR_ARMOR_HELMET_ARMET,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_ARMET"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_ARMET""}",,,,,,,,,,,
PR_ARMOR_HELMET_PILEUS,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_PILEUS"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_PILEUS""}",,,,,,,,,,,
PR_ARMOR_HELMET_PILEUS_FIRE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_PILEUS_FIRE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_PILEUS_FIRE""}",,,,,,,,,,,
PR_ARMOR_HELMET_PILEUS_LIGHTNING,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_PILEUS_LIGHTNING"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_PILEUS_LIGHTNING""}",,,,,,,,,,,
PR_ARMOR_HELMET_BURGONET,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_BURGONET"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_BURGONET""}",,,,,,,,,,,
PR_ARMOR_HELMET_CIRCLET,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_CIRCLET"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_CIRCLET""}",,,,,,,,,,,
PR_ARMOR_HELMET_WRAP,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_WRAP"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_WRAP""}",,,,,,,,,,,
PR_ARMOR_HELMET_RANGER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_HELMET_RANGER"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_RANGER""}",,,,,,,,,,,
PR_MACE_SPINE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_MACE_SPINE"":""1""},""Type"":""STORE"",""ItemName"":""PR_MACE_SPINE""}",,,,,,,,,,,
PR_ARMOR_ROBES_SUIT_DALISH,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_ROBES_SUIT_DALISH"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_ROBES_SUIT_DALISH""}",,,,,,,,,,,
PR_ARMOR_ROBES_SYLVAN,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_ROBES_SYLVAN"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_ROBES_SYLVAN""}",,,,,,,,,,,
PR_1H_SWORD_SERAPHIC,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_1H_SWORD_SERAPHIC"":""1""},""Type"":""STORE"",""ItemName"":""PR_1H_SWORD_SERAPHIC""}",,,,,,,,,,,
PR_1H_SWORD_RAZORBACK,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_1H_SWORD_RAZORBACK"":""1""},""Type"":""STORE"",""ItemName"":""PR_1H_SWORD_RAZORBACK""}",,,,,,,,,,,
PR_AMULET_PERIAPT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AMULET_PERIAPT"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_PERIAPT""}",,,,,,,,,,,
PR_BELT_CIPHER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BELT_CIPHER"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_CIPHER""}",,,,,,,,,,,
PR_BELT_ABNEGATE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BELT_ABNEGATE"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_ABNEGATE""}",,,,,,,,,,,
PR_RING_BINDING,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_RING_BINDING"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_BINDING""}",,,,,,,,,,,
PR_RING_COBALT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_RING_COBALT"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_COBALT""}",,,,,,,,,,,
PR_1H_SWORD_SCIMITAR,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_1H_SWORD_SCIMITAR"":""1""},""Type"":""STORE"",""ItemName"":""PR_1H_SWORD_SCIMITAR""}",,,,,,,,,,,
PR_BLADES_DW_RENDING,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BLADES_DW_RENDING"":""1""},""Type"":""STORE"",""ItemName"":""PR_BLADES_DW_RENDING""}",,,,,,,,,,,
PR_AXE_1H_OBSIDIAN,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_1H_OBSIDIAN"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_OBSIDIAN""}",,,,,,,,,,,
PR_AXE_1H_VORPAL,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_1H_VORPAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_VORPAL""}",,,,,,,,,,,
PR_AXE_1H_BLOODSTONE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_1H_BLOODSTONE"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_BLOODSTONE""}",,,,,,,,,,,
PR_AXE_2H_RANGER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_2H_RANGER"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_RANGER""}",,,,,,,,,,,
PR_AXE_2H_SLIVER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_2H_SLIVER"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_SLIVER""}",,,,,,,,,,,
PR_AXE_2H_LIONSHEAD,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_2H_LIONSHEAD"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_LIONSHEAD""}",,,,,,,,,,,
PR_THROWN_SERPENTINE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_THROWN_SERPENTINE"":""1""},""Type"":""STORE"",""ItemName"":""PR_THROWN_SERPENTINE""}",,,,,,,,,,,
PR_THROWN_PIOLET,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_THROWN_PIOLET"":""1""},""Type"":""STORE"",""ItemName"":""PR_THROWN_PIOLET""}",,,,,,,,,,,
PR_RING_SAPPHIRE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_RING_SAPPHIRE"":""1""},""Type"":""STORE"",""ItemName"":""PR_RING_SAPPHIRE""}",,,,,,,,,,,
PR_BELT_CHAMPION,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BELT_CHAMPION"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_CHAMPION""}",,,,,,,,,,,
PR_BELT_ROC,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BELT_ROC"":""1""},""Type"":""STORE"",""ItemName"":""PR_BELT_ROC""}",,,,,,,,,,,
PR_AMULET_WITCHSTONE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AMULET_WITCHSTONE"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_WITCHSTONE""}",,,,,,,,,,,
PR_AMULET_SERPENTINE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AMULET_SERPENTINE"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_SERPENTINE""}",,,,,,,,,,,
PR_ARMOR_ROBES_CHASIND,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_ROBES_CHASIND"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_ROBES_CHASIND""}",,,,,,,,,,,
PR_STAFF_FLAMETOUCHED,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_STAFF_FLAMETOUCHED"":""1""},""Type"":""STORE"",""ItemName"":""PR_STAFF_FLAMETOUCHED""}",,,,,,,,,,,
PR_ARMOR_LEATHER_ANTIVAN,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_LEATHER_ANTIVAN"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_ANTIVAN""}",,,,,,,,,,,
PR_ARMOR_LEATHER_BRIGANDINE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_LEATHER_BRIGANDINE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_BRIGANDINE""}",,,,,,,,,,,
PR_ARMOR_METAL_ARLSGUARD,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_METAL_ARLSGUARD"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_METAL_ARLSGUARD""}",,,,,,,,,,,
PR_ARMOR_METAL_PANZERUNG,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_ARMOR_METAL_PANZERUNG"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_METAL_PANZERUNG""}",,,,,,,,,,,
PR_BOW_MOLTEN,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_BOW_MOLTEN"":""1""},""Type"":""STORE"",""ItemName"":""PR_BOW_MOLTEN""}",,,,,,,,,,,
PROMO_ARMOR_HEAVY_JADE_EMPIRE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PROMO_ARMOR_HEAVY_JADE_EMPIRE"":""1""},""Type"":""STORE"",""ItemName"":""PROMO_ARMOR_HEAVY_JADE_EMPIRE""}",,,,,,,,,,,
PROMO_ARMOR_LEATHER_JADE_EMPIRE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PROMO_ARMOR_LEATHER_JADE_EMPIRE"":""1""},""Type"":""STORE"",""ItemName"":""PROMO_ARMOR_LEATHER_JADE_EMPIRE""}",,,,,,,,,,,
PROMO_ARMOR_ROBE_JADE_EMPIRE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PROMO_ARMOR_ROBE_JADE_EMPIRE"":""1""},""Type"":""STORE"",""ItemName"":""PROMO_ARMOR_ROBE_JADE_EMPIRE""}",,,,,,,,,,,
PROMO_ARMOR_HELMET_JADE_EMPIRE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PROMO_ARMOR_HELMET_JADE_EMPIRE"":""1""},""Type"":""STORE"",""ItemName"":""PROMO_ARMOR_HELMET_JADE_EMPIRE""}",,,,,,,,,,,
PR_AXE_2H_DWARVEN_NEW,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""PR_AXE_2H_DWARVEN_NEW"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_DWARVEN_NEW""}",,,,,,,,,,,
