group,path,fmt,w,h,alpha,size,mode
eaRig,werewolf/anims/strike/f/12/d,WEBP,67,88,True,3826,RGBA
eaRig,werewolf/anims/dmg/f/0/d,WEBP,71,89,True,3806,RGBA
eaRig,werewolf/anims/dmg/f/1/d,WEBP,75,93,True,3744,RGBA
eaRig,werewolf/anims/dmg/f/2/d,WEBP,73,88,True,3682,RGBA
eaRig,werewolf/anims/dmg/f/3/d,WEBP,70,86,True,3644,RGBA
eaRig,werewolf/anims/dmg/f/4/d,WEBP,67,87,True,3970,RGBA
eaRig,werewolf/anims/dmg/f/5/d,WEBP,67,87,True,3798,RGBA
eaRig,werewolf/anims/death/f/0/d,WEBP,70,89,True,3766,RGBA
eaRig,werewolf/anims/death/f/1/d,WEBP,71,82,True,2834,RGBA
eaRig,werewolf/anims/death/f/2/d,WEBP,130,39,True,2838,RGBA
eaRig,werewolf/anims/death/f/3/d,WEBP,132,32,True,2692,RGBA
eaRig,werewolf/anims/death/f/4/d,WEBP,135,29,True,2638,RGBA
eaRig,werewolf/anims/death/f/5/d,WEBP,135,29,True,2648,RGBA
eaRig,werewolf/anims/fwd/f/0/d,WEBP,61,88,True,2760,RGBA
eaRig,werewolf/anims/fwd/f/1/d,WEBP,61,89,True,2752,RGBA
eaRig,werewolf/anims/fwd/f/2/d,WEBP,61,90,True,2702,RGBA
eaRig,werewolf/anims/fwd/f/3/d,WEBP,61,92,True,2740,RGBA
eaRig,werewolf/anims/fwd/f/4/d,WEBP,61,92,True,2730,RGBA
eaRig,werewolf/anims/fwd/f/5/d,WEBP,61,90,True,3342,RGBA
eaRig,werewolf/anims/fwd/f/6/d,WEBP,61,89,True,3720,RGBA
eaRig,werewolf/anims/fwd/f/7/d,WEBP,61,88,True,3784,RGBA
eaRig,werewolf/anims/fwd/f/8/d,WEBP,61,89,True,3774,RGBA
eaRig,werewolf/anims/fwd/f/9/d,WEBP,61,90,True,3570,RGBA
eaRig,werewolf/anims/fwd/f/10/d,WEBP,61,92,True,3288,RGBA
eaRig,werewolf/anims/fwd/f/11/d,WEBP,61,92,True,2626,RGBA
eaRig,werewolf/anims/fwd/f/12/d,WEBP,61,90,True,2666,RGBA
eaRig,werewolf/anims/fwd/f/13/d,WEBP,61,89,True,2710,RGBA
eaRig,werewolf/portrait,WEBP,138,120,True,4218,RGBA
eaRig,bear/anims/idle/f/0/d,WEBP,270,188,True,10318,RGBA
eaRig,bear/anims/idle/f/1/d,WEBP,272,187,True,10284,RGBA
eaRig,bear/anims/idle/f/2/d,WEBP,273,187,True,10648,RGBA
eaRig,bear/anims/idle/f/3/d,WEBP,275,186,True,10396,RGBA
eaRig,bear/anims/idle/f/4/d,WEBP,276,187,True,10320,RGBA
eaRig,bear/anims/idle/f/5/d,WEBP,276,188,True,10504,RGBA
eaRig,bear/anims/idle/f/6/d,WEBP,277,188,True,10826,RGBA
eaRig,bear/anims/idle/f/7/d,WEBP,278,189,True,10758,RGBA
eaRig,bear/anims/idle/f/8/d,WEBP,276,189,True,10706,RGBA
eaRig,bear/anims/idle/f/9/d,WEBP,273,188,True,10680,RGBA
eaRig,bear/anims/idle/f/10/d,WEBP,271,188,True,10338,RGBA
eaRig,bear/anims/strike/f/0/d,WEBP,270,188,True,10300,RGBA
eaRig,bear/anims/strike/f/1/d,WEBP,272,179,True,9908,RGBA
eaRig,bear/anims/strike/f/2/d,WEBP,274,170,True,9650,RGBA
eaRig,bear/anims/strike/f/3/d,WEBP,249,202,True,10434,RGBA
eaRig,bear/anims/strike/f/4/d,WEBP,268,339,True,12012,RGBA
eaRig,bear/anims/strike/f/5/d,WEBP,275,312,True,13630,RGBA
eaRig,bear/anims/strike/f/6/d,WEBP,278,360,True,16616,RGBA
eaRig,bear/anims/strike/f/7/d,WEBP,276,311,True,15918,RGBA
eaRig,bear/anims/strike/f/8/d,WEBP,272,277,True,13270,RGBA
eaRig,bear/anims/strike/f/9/d,WEBP,276,288,True,10530,RGBA
eaRig,bear/anims/strike/f/10/d,WEBP,279,302,True,11964,RGBA
eaRig,bear/anims/strike/f/11/d,WEBP,284,343,True,15358,RGBA
eaRig,bear/anims/strike/f/12/d,WEBP,283,331,True,15468,RGBA
eaRig,bear/anims/strike/f/13/d,WEBP,282,324,True,13772,RGBA
eaRig,bear/anims/strike/f/14/d,WEBP,272,295,True,12500,RGBA
eaRig,bear/anims/strike/f/15/d,WEBP,264,261,True,11050,RGBA
eaRig,bear/anims/strike/f/16/d,WEBP,256,193,True,10032,RGBA
eaRig,bear/anims/strike/f/17/d,WEBP,287,178,True,10148,RGBA
eaRig,bear/anims/strike/f/18/d,WEBP,276,185,True,10468,RGBA
eaRig,bear/anims/strike/f/19/d,WEBP,271,189,True,10508,RGBA
eaRig,bear/anims/dmg/f/0/d,WEBP,270,188,True,10536,RGBA
eaRig,bear/anims/dmg/f/1/d,WEBP,249,214,True,10708,RGBA
eaRig,bear/anims/dmg/f/2/d,WEBP,252,183,True,10226,RGBA
eaRig,bear/anims/dmg/f/3/d,WEBP,260,187,True,10312,RGBA
eaRig,bear/anims/dmg/f/4/d,WEBP,266,189,True,10212,RGBA
eaRig,bear/anims/dmg/f/5/d,WEBP,272,189,True,10538,RGBA
eaRig,bear/anims/death/f/0/d,WEBP,271,189,True,10328,RGBA
eaRig,bear/anims/death/f/1/d,WEBP,258,187,True,10226,RGBA
eaRig,bear/anims/death/f/2/d,WEBP,250,191,True,10444,RGBA
eaRig,bear/anims/death/f/3/d,WEBP,255,187,True,10152,RGBA
eaRig,bear/anims/death/f/4/d,WEBP,255,191,True,10098,RGBA
eaRig,bear/anims/death/f/5/d,WEBP,250,202,True,10236,RGBA
eaRig,bear/anims/death/f/6/d,WEBP,250,211,True,10898,RGBA
eaRig,bear/anims/death/f/7/d,WEBP,250,218,True,11116,RGBA
eaRig,bear/anims/death/f/8/d,WEBP,287,162,True,9358,RGBA
eaRig,bear/anims/death/f/9/d,WEBP,319,124,True,6968,RGBA
eaRig,bear/anims/death/f/10/d,WEBP,576,153,True,7418,RGBA
eaRig,bear/anims/death/f/11/d,WEBP,336,130,True,6272,RGBA
eaRig,bear/anims/fwd/f/0/d,WEBP,278,190,True,10654,RGBA
eaRig,bear/anims/fwd/f/1/d,WEBP,281,187,True,10424,RGBA
eaRig,bear/anims/fwd/f/2/d,WEBP,273,185,True,10242,RGBA
eaRig,bear/anims/fwd/f/3/d,WEBP,275,182,True,10058,RGBA
eaRig,bear/anims/fwd/f/4/d,WEBP,273,185,True,9940,RGBA
eaRig,bear/anims/fwd/f/5/d,WEBP,271,187,True,10270,RGBA
eaRig,bear/anims/fwd/f/6/d,WEBP,270,190,True,10266,RGBA
eaRig,bear/anims/fwd/f/7/d,WEBP,271,187,True,10318,RGBA
eaRig,bear/anims/fwd/f/8/d,WEBP,273,185,True,10034,RGBA
eaRig,bear/anims/fwd/f/9/d,WEBP,275,183,True,10304,RGBA
eaRig,bear/anims/fwd/f/10/d,WEBP,273,185,True,10088,RGBA
eaRig,bear/anims/fwd/f/11/d,WEBP,271,188,True,10668,RGBA
eaRig,bear/anims/fwd/f/12/d,WEBP,273,189,True,10454,RGBA
eaRig,bear/portrait,WEBP,73,73,True,2848,RGBA
eaRig,shriek/anims/idle/f/0/d,WEBP,66,137,True,5608,RGBA
eaRig,shriek/anims/idle/f/1/d,WEBP,66,136,True,5602,RGBA
eaRig,shriek/anims/idle/f/2/d,WEBP,66,136,True,5630,RGBA
eaRig,shriek/anims/idle/f/3/d,WEBP,66,135,True,5634,RGBA
eaRig,shriek/anims/idle/f/4/d,WEBP,65,134,True,5622,RGBA
eaRig,shriek/anims/idle/f/5/d,WEBP,66,133,True,5604,RGBA
eaRig,shriek/anims/idle/f/6/d,WEBP,66,132,True,5638,RGBA
eaRig,shriek/anims/idle/f/7/d,WEBP,65,131,True,5580,RGBA
eaRig,shriek/anims/idle/f/8/d,WEBP,65,130,True,5568,RGBA
eaRig,shriek/anims/idle/f/9/d,WEBP,65,130,True,5618,RGBA
eaRig,shriek/anims/idle/f/10/d,WEBP,65,130,True,5600,RGBA
eaRig,shriek/anims/idle/f/11/d,WEBP,65,130,True,5590,RGBA
eaRig,shriek/anims/idle/f/12/d,WEBP,65,131,True,5624,RGBA
eaRig,shriek/anims/idle/f/13/d,WEBP,65,132,True,5654,RGBA
eaRig,shriek/anims/idle/f/14/d,WEBP,66,132,True,5622,RGBA
eaRig,shriek/anims/idle/f/15/d,WEBP,65,133,True,5618,RGBA
eaRig,shriek/anims/idle/f/16/d,WEBP,65,134,True,5626,RGBA
eaRig,shriek/anims/idle/f/17/d,WEBP,66,135,True,5608,RGBA
eaRig,shriek/anims/idle/f/18/d,WEBP,66,136,True,5626,RGBA
eaRig,shriek/anims/idle/f/19/d,WEBP,66,136,True,5628,RGBA
eaRig,shriek/anims/strike/f/0/d,WEBP,66,136,True,5532,RGBA
eaRig,shriek/anims/strike/f/1/d,WEBP,113,132,True,5870,RGBA
eaRig,shriek/anims/strike/f/2/d,WEBP,88,172,True,6310,RGBA
eaRig,shriek/anims/strike/f/3/d,WEBP,101,169,True,6450,RGBA
eaRig,shriek/anims/strike/f/4/d,WEBP,137,130,True,7860,RGBA
eaRig,shriek/anims/strike/f/5/d,WEBP,140,131,True,8434,RGBA
eaRig,shriek/anims/strike/f/6/d,WEBP,137,120,True,6136,RGBA
eaRig,shriek/anims/strike/f/7/d,WEBP,141,106,True,7526,RGBA
eaRig,shriek/anims/strike/f/8/d,WEBP,141,117,True,5946,RGBA
eaRig,shriek/anims/strike/f/9/d,WEBP,132,125,True,6960,RGBA
eaRig,shriek/anims/strike/f/10/d,WEBP,146,136,True,7834,RGBA
eaRig,shriek/anims/strike/f/11/d,WEBP,76,139,True,5068,RGBA
eaRig,shriek/anims/strike/f/12/d,WEBP,109,146,True,6048,RGBA
eaRig,shriek/anims/strike/f/13/d,WEBP,69,123,True,5070,RGBA
eaRig,shriek/anims/strike/f/14/d,WEBP,66,129,True,5144,RGBA
eaRig,shriek/anims/strike/f/15/d,WEBP,66,136,True,5578,RGBA
eaRig,shriek/anims/dmg/f/0/d,WEBP,66,136,True,5584,RGBA
eaRig,shriek/anims/dmg/f/1/d,WEBP,74,138,True,5700,RGBA
eaRig,shriek/anims/dmg/f/2/d,WEBP,73,126,True,4482,RGBA
eaRig,shriek/anims/dmg/f/3/d,WEBP,73,119,True,4670,RGBA
eaRig,shriek/anims/dmg/f/4/d,WEBP,63,118,True,4146,RGBA
eaRig,shriek/anims/dmg/f/5/d,WEBP,88,117,True,5146,RGBA
eaRig,shriek/anims/dmg/f/6/d,WEBP,86,118,True,5154,RGBA
eaRig,shriek/anims/dmg/f/7/d,WEBP,83,120,True,5084,RGBA
eaRig,shriek/anims/dmg/f/8/d,WEBP,79,122,True,5168,RGBA
eaRig,shriek/anims/dmg/f/9/d,WEBP,75,126,True,5130,RGBA
eaRig,shriek/anims/dmg/f/10/d,WEBP,70,131,True,5470,RGBA
eaRig,shriek/anims/dmg/f/11/d,WEBP,66,136,True,5556,RGBA
eaRig,shriek/anims/death/f/0/d,WEBP,66,137,True,5606,RGBA
eaRig,shriek/anims/death/f/1/d,WEBP,112,151,True,5196,RGBA
eaRig,shriek/anims/death/f/2/d,WEBP,82,118,True,4332,RGBA
eaRig,shriek/anims/death/f/3/d,WEBP,81,89,True,3558,RGBA
eaRig,shriek/anims/death/f/4/d,WEBP,102,71,True,3196,RGBA
eaRig,shriek/anims/death/f/5/d,WEBP,85,104,True,4006,RGBA
eaRig,shriek/anims/death/f/6/d,WEBP,146,77,True,4194,RGBA
eaRig,shriek/anims/death/f/7/d,WEBP,160,39,True,3894,RGBA
eaRig,shriek/anims/death/f/8/d,WEBP,158,39,True,4014,RGBA
eaRig,shriek/anims/death/f/9/d,WEBP,158,39,True,4014,RGBA
eaRig,shriek/anims/death/f/10/d,WEBP,158,39,True,4014,RGBA
eaRig,shriek/anims/fwd/f/0/d,WEBP,64,139,True,5650,RGBA
eaRig,shriek/anims/fwd/f/1/d,WEBP,63,137,True,5638,RGBA
eaRig,shriek/anims/fwd/f/2/d,WEBP,65,134,True,5182,RGBA
eaRig,shriek/anims/fwd/f/3/d,WEBP,66,133,True,4646,RGBA
eaRig,shriek/anims/fwd/f/4/d,WEBP,65,135,True,4842,RGBA
eaRig,shriek/anims/fwd/f/5/d,WEBP,63,136,True,4784,RGBA
eaRig,shriek/anims/fwd/f/6/d,WEBP,70,139,True,4874,RGBA
eaRig,shriek/anims/fwd/f/7/d,WEBP,64,135,True,4708,RGBA
eaRig,shriek/anims/fwd/f/8/d,WEBP,65,131,True,4744,RGBA
eaRig,shriek/anims/fwd/f/9/d,WEBP,65,131,True,4574,RGBA
eaRig,shriek/anims/fwd/f/10/d,WEBP,64,135,True,4798,RGBA
eaRig,shriek/anims/fwd/f/11/d,WEBP,63,136,True,5422,RGBA
eaRig,shriek/anims/fwd/f/12/d,WEBP,63,137,True,5642,RGBA
eaRig,shriek/portrait,WEBP,23,30,True,654,RGBA
eaRig,compVan/anims/idle/f/0/d,WEBP,132,153,True,6454,RGBA
eaRig,compVan/anims/idle/f/1/d,WEBP,130,154,True,6688,RGBA
eaRig,compVan/anims/idle/f/2/d,WEBP,126,156,True,6686,RGBA
eaRig,compVan/anims/idle/f/3/d,WEBP,124,158,True,6578,RGBA
eaRig,compVan/anims/idle/f/4/d,WEBP,125,156,True,6468,RGBA
eaRig,compVan/anims/idle/f/5/d,WEBP,127,153,True,6426,RGBA
eaRig,compVan/anims/idle/f/6/d,WEBP,127,153,True,6506,RGBA
eaRig,compVan/anims/idle/f/7/d,WEBP,125,154,True,6424,RGBA
eaRig,compVan/anims/idle/f/8/d,WEBP,122,157,True,6434,RGBA
eaRig,compVan/anims/idle/f/9/d,WEBP,123,157,True,6352,RGBA
eaRig,compVan/anims/idle/f/10/d,WEBP,127,156,True,6390,RGBA
eaRig,compVan/anims/idle/f/11/d,WEBP,130,154,True,6480,RGBA
eaRig,compVan/anims/strike/f/0/d,WEBP,131,154,True,6468,RGBA
eaRig,compVan/anims/strike/f/1/d,WEBP,139,130,True,6542,RGBA
eaRig,compVan/anims/strike/f/2/d,WEBP,140,130,True,6382,RGBA
eaRig,compVan/anims/strike/f/3/d,WEBP,143,131,True,6524,RGBA
eaRig,compVan/anims/strike/f/4/d,WEBP,215,165,True,8620,RGBA
eaRig,compVan/anims/strike/f/5/d,WEBP,195,103,True,6584,RGBA
eaRig,compVan/anims/strike/f/6/d,WEBP,186,147,True,6568,RGBA
eaRig,compVan/anims/strike/f/7/d,WEBP,192,120,True,7002,RGBA
eaRig,compVan/anims/strike/f/8/d,WEBP,195,120,True,6694,RGBA
eaRig,compVan/anims/strike/f/9/d,WEBP,204,135,True,7010,RGBA
eaRig,compVan/anims/strike/f/10/d,WEBP,102,175,True,6426,RGBA
eaRig,compVan/anims/strike/f/11/d,WEBP,117,165,True,6424,RGBA
eaRig,compVan/anims/strike/f/12/d,WEBP,131,154,True,6468,RGBA
eaRig,compVan/anims/special/f/0/d,WEBP,131,156,True,6434,RGBA
eaRig,compVan/anims/special/f/1/d,WEBP,165,121,True,6526,RGBA
eaRig,compVan/anims/special/f/2/d,WEBP,154,121,True,6230,RGBA
eaRig,compVan/anims/special/f/3/d,WEBP,81,192,True,6354,RGBA
eaRig,compVan/anims/special/f/4/d,WEBP,76,192,True,6152,RGBA
eaRig,compVan/anims/special/f/5/d,WEBP,79,191,True,6076,RGBA
eaRig,compVan/anims/special/f/6/d,WEBP,79,191,True,6076,RGBA
eaRig,compVan/anims/special/f/7/d,WEBP,79,191,True,5982,RGBA
eaRig,compVan/anims/special/f/8/d,WEBP,119,151,True,6260,RGBA
eaRig,compVan/anims/special/f/9/d,WEBP,102,199,True,6770,RGBA
eaRig,compVan/anims/special/f/10/d,WEBP,104,119,True,5066,RGBA
eaRig,compVan/anims/special/f/11/d,WEBP,99,195,True,6788,RGBA
eaRig,compVan/anims/special/f/12/d,WEBP,98,195,True,6398,RGBA
eaRig,compVan/anims/special/f/13/d,WEBP,99,194,True,6212,RGBA
eaRig,compVan/anims/special/f/14/d,WEBP,101,191,True,6306,RGBA
eaRig,compVan/anims/special/f/15/d,WEBP,103,188,True,6204,RGBA
eaRig,compVan/anims/special/f/16/d,WEBP,80,191,True,6032,RGBA
eaRig,compVan/anims/special/f/17/d,WEBP,133,119,True,5920,RGBA
eaRig,compVan/anims/special/f/18/d,WEBP,132,144,True,6266,RGBA
eaRig,compVan/anims/special/f/19/d,WEBP,132,156,True,6442,RGBA
eaRig,compVan/anims/dmg/f/0/d,WEBP,130,154,True,6462,RGBA
eaRig,compVan/anims/dmg/f/1/d,WEBP,138,144,True,6676,RGBA
eaRig,compVan/anims/dmg/f/2/d,WEBP,148,113,True,6518,RGBA
eaRig,compVan/anims/dmg/f/3/d,WEBP,144,128,True,6152,RGBA
eaRig,compVan/anims/dmg/f/4/d,WEBP,137,142,True,6254,RGBA
eaRig,compVan/anims/dmg/f/5/d,WEBP,130,154,True,6342,RGBA
eaRig,compVan/anims/dmg/f/6/d,WEBP,130,155,True,6342,RGBA
eaRig,compVan/anims/dmg/f/7/d,WEBP,130,157,True,6566,RGBA
eaRig,compVan/anims/dmg/f/8/d,WEBP,130,155,True,6404,RGBA
eaRig,compVan/anims/dmg/f/9/d,WEBP,130,154,True,6470,RGBA
eaRig,compVan/anims/death/f/0/d,WEBP,130,154,True,6134,RGBA
eaRig,compVan/anims/death/f/1/d,WEBP,134,106,True,5384,RGBA
eaRig,compVan/anims/death/f/2/d,WEBP,170,147,True,7354,RGBA
eaRig,compVan/anims/death/f/3/d,WEBP,118,167,True,6598,RGBA
eaRig,compVan/anims/death/f/4/d,WEBP,140,107,True,5850,RGBA
eaRig,compVan/anims/death/f/5/d,WEBP,173,73,True,5696,RGBA
eaRig,compVan/anims/death/f/6/d,WEBP,189,71,True,5190,RGBA
eaRig,compVan/anims/death/f/7/d,WEBP,189,71,True,5628,RGBA
eaRig,compVan/anims/death/f/8/d,WEBP,189,71,True,5628,RGBA
eaRig,compVan/anims/death/f/9/d,WEBP,189,71,True,5628,RGBA
eaRig,compVan/anims/death/f/10/d,WEBP,189,71,True,5628,RGBA
eaRig,compVan/anims/death/f/11/d,WEBP,189,71,True,5628,RGBA
eaRig,compVan/anims/fwd/f/0/d,WEBP,127,142,True,6050,RGBA
eaRig,compVan/anims/fwd/f/1/d,WEBP,131,140,True,5712,RGBA
eaRig,compVan/anims/fwd/f/2/d,WEBP,136,136,True,6178,RGBA
eaRig,compVan/anims/fwd/f/3/d,WEBP,140,135,True,5994,RGBA
eaRig,compVan/anims/fwd/f/4/d,WEBP,132,139,True,5892,RGBA
eaRig,compVan/anims/fwd/f/5/d,WEBP,129,142,True,6012,RGBA
eaRig,compVan/anims/fwd/f/6/d,WEBP,128,143,True,5808,RGBA
eaRig,compVan/anims/fwd/f/7/d,WEBP,130,140,True,6008,RGBA
eaRig,compVan/anims/fwd/f/8/d,WEBP,143,136,True,5960,RGBA
eaRig,compVan/anims/fwd/f/9/d,WEBP,134,139,True,6148,RGBA
eaRig,compVan/anims/fwd/f/10/d,WEBP,128,143,True,5864,RGBA
eaRig,compVan/anims/fwd/f/11/d,WEBP,127,143,True,5918,RGBA
eaRig,compVan/anims/evade/f/0/d,WEBP,131,154,True,6456,RGBA
eaRig,compVan/anims/evade/f/1/d,WEBP,97,175,True,6098,RGBA
eaRig,compVan/anims/evade/f/2/d,WEBP,94,187,True,5722,RGBA
eaRig,compVan/anims/evade/f/3/d,WEBP,94,187,True,5850,RGBA
eaRig,compVan/anims/evade/f/4/d,WEBP,94,187,True,5858,RGBA
eaRig,compVan/anims/evade/f/5/d,WEBP,84,201,True,6496,RGBA
eaRig,compVan/anims/evade/f/6/d,WEBP,96,215,True,6986,RGBA
eaRig,compVan/anims/evade/f/7/d,WEBP,91,195,True,6460,RGBA
eaRig,compVan/anims/evade/f/8/d,WEBP,131,154,True,6456,RGBA
eaRig,compVan/anims/block/f/0/d,WEBP,130,154,True,6432,RGBA
eaRig,compVan/anims/block/f/1/d,WEBP,146,147,True,6532,RGBA
eaRig,compVan/anims/block/f/2/d,WEBP,101,198,True,6632,RGBA
eaRig,compVan/anims/block/f/3/d,WEBP,117,185,True,6582,RGBA
eaRig,compVan/anims/block/f/4/d,WEBP,142,142,True,5874,RGBA
eaRig,compVan/anims/block/f/5/d,WEBP,129,133,True,5968,RGBA
eaRig,compVan/anims/block/f/6/d,WEBP,118,129,True,5836,RGBA
eaRig,compVan/portrait,WEBP,36,52,True,1046,RGBA
eaRig,compSha/anims/idle/f/0/d,WEBP,90,118,True,4596,RGBA
eaRig,compSha/anims/idle/f/1/d,WEBP,92,118,True,4600,RGBA
eaRig,compSha/anims/idle/f/2/d,WEBP,93,117,True,4586,RGBA
eaRig,compSha/anims/idle/f/3/d,WEBP,94,117,True,4528,RGBA
eaRig,compSha/anims/idle/f/4/d,WEBP,92,120,True,4534,RGBA
eaRig,compSha/anims/idle/f/5/d,WEBP,90,123,True,4618,RGBA
eaRig,compSha/anims/idle/f/6/d,WEBP,88,124,True,4570,RGBA
eaRig,compSha/anims/idle/f/7/d,WEBP,86,123,True,4604,RGBA
eaRig,compSha/anims/idle/f/8/d,WEBP,82,123,True,4504,RGBA
eaRig,compSha/anims/idle/f/9/d,WEBP,78,122,True,4468,RGBA
eaRig,compSha/anims/idle/f/10/d,WEBP,83,121,True,4508,RGBA
eaRig,compSha/anims/idle/f/11/d,WEBP,88,119,True,4528,RGBA
eaRig,compSha/anims/idle/f/12/d,WEBP,90,118,True,4560,RGBA
eaRig,compSha/anims/strike/f/0/d,WEBP,79,135,True,4912,RGBA
eaRig,compSha/anims/strike/f/1/d,WEBP,77,110,True,4646,RGBA
eaRig,compSha/anims/strike/f/2/d,WEBP,110,100,True,4678,RGBA
eaRig,compSha/anims/strike/f/3/d,WEBP,114,100,True,4612,RGBA
eaRig,compSha/anims/strike/f/4/d,WEBP,118,99,True,4582,RGBA
eaRig,compSha/anims/strike/f/5/d,WEBP,138,107,True,5520,RGBA
eaRig,compSha/anims/strike/f/6/d,WEBP,165,170,True,5720,RGBA
eaRig,compSha/anims/strike/f/7/d,WEBP,98,137,True,4678,RGBA
eaRig,compSha/anims/strike/f/8/d,WEBP,93,137,True,4506,RGBA
eaRig,compSha/anims/strike/f/9/d,WEBP,88,137,True,4694,RGBA
eaRig,compSha/anims/strike/f/10/d,WEBP,93,119,True,4540,RGBA
eaRig,compSha/anims/strike/f/11/d,WEBP,87,125,True,4540,RGBA
eaRig,compSha/anims/strike/f/12/d,WEBP,79,135,True,4912,RGBA
eaRig,compSha/anims/special/f/0/d,WEBP,65,117,True,4150,RGBA
eaRig,compSha/anims/special/f/1/d,WEBP,69,120,True,4400,RGBA
eaRig,compSha/anims/special/f/2/d,WEBP,65,120,True,3914,RGBA
eaRig,compSha/anims/special/f/3/d,WEBP,70,120,True,4028,RGBA
eaRig,compSha/anims/special/f/4/d,WEBP,67,123,True,4350,RGBA
eaRig,compSha/anims/special/f/5/d,WEBP,71,124,True,4398,RGBA
eaRig,compSha/anims/special/f/6/d,WEBP,71,124,True,4398,RGBA
eaRig,compSha/anims/special/f/7/d,WEBP,71,123,True,4412,RGBA
eaRig,compSha/anims/special/f/8/d,WEBP,65,122,True,4180,RGBA
eaRig,compSha/anims/special/f/9/d,WEBP,64,127,True,4362,RGBA
eaRig,compSha/anims/special/f/10/d,WEBP,98,136,True,4836,RGBA
eaRig,compSha/anims/special/f/11/d,WEBP,85,118,True,4358,RGBA
eaRig,compSha/anims/special/f/12/d,WEBP,85,116,True,4294,RGBA
eaRig,compSha/anims/special/f/13/d,WEBP,84,113,True,4228,RGBA
eaRig,compSha/anims/special/f/14/d,WEBP,71,114,True,3912,RGBA
eaRig,compSha/anims/special/f/15/d,WEBP,65,123,True,4148,RGBA
eaRig,compSha/anims/special/f/16/d,WEBP,65,119,True,4108,RGBA
eaRig,compSha/anims/special/f/17/d,WEBP,68,117,True,4268,RGBA
eaRig,compSha/anims/dmg/f/0/d,WEBP,94,120,True,4608,RGBA
eaRig,compSha/anims/dmg/f/1/d,WEBP,91,107,True,3888,RGBA
eaRig,compSha/anims/dmg/f/2/d,WEBP,88,112,True,3686,RGBA
eaRig,compSha/anims/dmg/f/3/d,WEBP,85,112,True,3478,RGBA
eaRig,compSha/anims/dmg/f/4/d,WEBP,84,115,True,3564,RGBA
eaRig,compSha/anims/dmg/f/5/d,WEBP,92,117,True,3814,RGBA
eaRig,compSha/anims/dmg/f/6/d,WEBP,99,117,True,3886,RGBA
eaRig,compSha/anims/dmg/f/7/d,WEBP,85,118,True,4346,RGBA
eaRig,compSha/anims/dmg/f/8/d,WEBP,69,121,True,4434,RGBA
eaRig,compSha/anims/dmg/f/9/d,WEBP,72,128,True,4546,RGBA
eaRig,compSha/anims/death/f/0/d,WEBP,93,120,True,4482,RGBA
eaRig,compSha/anims/death/f/1/d,WEBP,77,107,True,4424,RGBA
eaRig,compSha/anims/death/f/2/d,WEBP,120,147,True,5422,RGBA
eaRig,compSha/anims/death/f/3/d,WEBP,142,129,True,4336,RGBA
eaRig,compSha/anims/death/f/4/d,WEBP,133,85,True,3678,RGBA
eaRig,compSha/anims/death/f/5/d,WEBP,177,66,True,3520,RGBA
eaRig,compSha/anims/death/f/6/d,WEBP,192,41,True,3240,RGBA
eaRig,compSha/anims/death/f/7/d,WEBP,199,38,True,3198,RGBA
eaRig,compSha/anims/death/f/8/d,WEBP,200,38,True,3174,RGBA
eaRig,compSha/anims/death/f/9/d,WEBP,200,38,True,3156,RGBA
eaRig,compSha/anims/death/f/10/d,WEBP,200,38,True,3156,RGBA
eaRig,compSha/anims/death/f/11/d,WEBP,200,38,True,3156,RGBA
eaRig,compSha/anims/fwd/f/0/d,WEBP,76,120,True,4140,RGBA
eaRig,compSha/anims/fwd/f/1/d,WEBP,75,120,True,3816,RGBA
eaRig,compSha/anims/fwd/f/2/d,WEBP,74,119,True,4144,RGBA
eaRig,compSha/anims/fwd/f/3/d,WEBP,75,119,True,4224,RGBA
eaRig,compSha/anims/fwd/f/4/d,WEBP,75,120,True,4062,RGBA
eaRig,compSha/anims/fwd/f/5/d,WEBP,75,121,True,3642,RGBA
eaRig,compSha/anims/fwd/f/6/d,WEBP,75,121,True,3584,RGBA
eaRig,compSha/anims/fwd/f/7/d,WEBP,75,120,True,3920,RGBA
eaRig,compSha/anims/fwd/f/8/d,WEBP,75,119,True,4196,RGBA
eaRig,compSha/anims/fwd/f/9/d,WEBP,79,119,True,4206,RGBA
eaRig,compSha/anims/fwd/f/10/d,WEBP,77,121,True,4246,RGBA
eaRig,compSha/anims/fwd/f/11/d,WEBP,78,120,True,4244,RGBA
eaRig,compSha/anims/evade/f/0/d,WEBP,93,120,True,4600,RGBA
eaRig,compSha/anims/evade/f/1/d,WEBP,62,119,True,4178,RGBA
eaRig,compSha/anims/evade/f/2/d,WEBP,67,122,True,3964,RGBA
eaRig,compSha/anims/evade/f/3/d,WEBP,70,122,True,4170,RGBA
eaRig,compSha/anims/evade/f/4/d,WEBP,72,121,True,3456,RGBA
eaRig,compSha/anims/evade/f/5/d,WEBP,72,142,True,4580,RGBA
eaRig,compSha/anims/evade/f/6/d,WEBP,79,132,True,4594,RGBA
eaRig,compSha/anims/evade/f/7/d,WEBP,75,133,True,4466,RGBA
eaRig,compSha/anims/evade/f/8/d,WEBP,72,133,True,4636,RGBA
eaRig,compSha/anims/block/f/0/d,WEBP,94,119,True,4562,RGBA
eaRig,compSha/anims/block/f/1/d,WEBP,72,128,True,4406,RGBA
eaRig,compSha/anims/block/f/2/d,WEBP,73,126,True,4460,RGBA
eaRig,compSha/anims/block/f/3/d,WEBP,73,126,True,4488,RGBA
